ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLUB_NM,TROBL_TY_NM,OPER_TIME_CN,CLUB_INTRCN_CN
배드민턴,,충북,제천시,2022년 제천시 JCRC 배드민턴 클럽,지적장애,매주 금요일 오전 10시,제천시 장애인 배드민턴 클럽 입니다. 많은 관심과 참여 부탁드립니다.
배드민턴,,경남,남해군,사랑이톡톡배드민턴동아리,지적장애,매주 수 오후 2시,
배드민턴,,서울,강서구,강서배드민턴동호회,지체장애,매주 토요일 오후2시,"장애인, 비장애인 누구나 함께하는 동호회 입니다."
배드민턴,,충남,당진시,(도비)콕콕배드민턴클럽,기타장애,매주수요일 저녁7시,
배드민턴,,울산,중구,휠샷클럽,지체장애,"매주 월,수,금 오후3시",
배드민턴,,부산,부산진구,효민클럽,지적장애,"매주 월,수,금 오후7시",지적장애인과 비장애인이 같이 어울려 배드민턴을 치며 서로 소통하고 체력도 단련시키며 즐겁게 운동합니다
배드민턴,,경기,고양시,리시브,지체장애,"매주 화, 목 19시 부터 21시","리시브클럽은 직업훈련을 받고 있는 장애인과 고양시, 파주시에 거주하고 있는 장애인들과 함께 일산직업능력개발원 교직원들이 운동을하고 있는 클럽입니다.  등록선수와 비등록선수들이 함께 운동을 하고 있습니다."
배드민턴,,전남,광양시,광양시장애인배드민턴클럽,기타장애,매주 금 오후2~4시,광양시장애인배드민턴클럽
배드민턴,,경남,남해군,보물섬 배드민턴단,지적장애,매주 화요일,
배드민턴,,서울,중랑구,중랑휠장애인배드민턴클럽,지체장애,"매주 화,수 오후 7시",중랑휠장애인배드민턴클럽은 중랑구 지역사회의 장애인들의 건강과 생활체육의 활성화 그리고 비장애인과 장애인의 친목 도모를 위하여 장애인과 비장애인들의 함께 열심히 운동하는 단체입니다
배드민턴,,서울,강북구,강북 장애인 배드민턴클럽,지체장애,"매주 화,목,토 오후6시부터",저의클럽은 직장을가진 장애인들이모여 채력증진과 개인의 정신건강을 힐링하기위해  모인 단채입니다.
배드민턴,,부산,사하구,하랑 배드민턴 동호회,기타장애,매주 월-금 4시-6시,지적 및 자폐를 가진 중증장애인 6명과 장애인 보호자6명으로 구성되어   매주 월-금 4시부터 6시까지 각자 기량을 향상하기 위해 주2회 이상   배드민턴을 배우고 즐기고 있는 &apos;하랑(함께 높이 날자) 배드민턴 동호회&apos;입니다
배드민턴,,대구,달서구,혜성배드민턴클럽,지체장애,"화, 금 오후 7시~9시","혜성배드민턴클럽은  휠체어 배드민턴종목과 스탠딩종목(지적, 청각, 비장애인)의 동호인들이 함께하는 어울림클럽으로   배드민턴을 통해 신체적, 정신적으로 건강한 삶을 추구한다.   직장인을 위해 저녁반으로 운영되며 대구달구벌재활스포츠센터 2층 체육관에서 매주 화, 금 운동한다."
배드민턴,,충남,보령시,(기금)JS배드민턴클럽,지적장애,매주 금요일 15시 30분,
배드민턴,,충남,금산군,(군비)2022 금산군 어울림 배드민턴 클럽,지체장애,"매주 화,수 오후3시",
배드민턴,,전북,부안군,2022 전북장애인생활체육 배드민턴동호회(부안),기타장애,"월, 금 14:00 - 16:00",
배드민턴,,전남,완도군,완도배드민턴교실,지체장애,14:30~15:30,완도군민 누구나 참여 가능합니다..
배드민턴,,부산,해운대구,라온클럽,지적장애,매주,
배드민턴,,대구,수성구,달구벌휠체어배드민턴클럽,지체장애,"매주 월,수,금 13:00~17:00",영남권 최초 휠체어배드민턴클럽입니다  서로 존중하며 휠체어 장애인을 위한 클럽입니다
배드민턴,,경기,동두천시,햇살클럽,기타장애,매주 월~목 11:00~16:00,동두천시 장애인 배드민턴 햇살클럽
배드민턴,,경기,포천시,블랙이글,지체장애,매주 월 ~ 금 (13:00 ~ 17:30),
배드민턴,,충남,아산시,(도비)스마일배드민턴클럽,지체장애,"매주 수,목 14:00~17:00",
배드민턴,,전북,군산시,2022년 전북장애인생활체육 군산새만금해오름셔틀콕클럽,지적장애,매주 화요일 15:00~16:00,
배드민턴,,충남,아산시,(도비)아산 한우리 배드민턴 스포츠클럽,기타장애,매주 수 20:00~22:00,
배드민턴,,충북,청주시,2022 해피드림배드민턴클럽,지적장애,매주 화 오후4시,
배드민턴,,충남,서산시,케어드림배드민턴클럽,지적장애,매주 수요일 2시,
배드민턴,,대전,서구,아름드리클럽,지체장애,"매주 수 18시, 토 09시",장애인과 비장애인 함께 하는 좌식 배드민턴 클럽입니다.
배드민턴,,충남,홍성군,미래로 배드민턴 클럽,지체장애,"매주 월,수 19시~21시",
배드민턴,,대구,수성구,울타리배드민턴 클럽,지체장애,매주 목 오전 9시,
배드민턴,,강원,영월군,동강달구지배드민턴클럽,지체장애,"매주 화,금 오후 2시~4시",영월지역에 거주하는 장애인 및 비장애인으로  주2회 운동하는 클럽입니다.
배드민턴,,충남,계룡시,(기금)계룡시 지체장애인 배드민턴 클럽,지체장애,매주 화 18:00~19:30,
배드민턴,,대구,수성구,위드휠클럽,지체장애,"매주 화,목 19:00~22:00",지체장애인들로 구성된 휠체어배드민턴클럽
배드민턴,,경남,의령군,토요애장애인배드민턴클럽,지체장애,매주 목 2시,토요애 배드민턴 클럽은 장애인들의 사회참여를 유도하며 재활의 의지를 높이기 위한 동아리입니다.  배드민턴 활동으로 활동을 많이 하기 어려운 장애인들의 신진대사를 활성화하며 건강한 신체를 유지하고 삶의 질을 향상시킵니다.  경상남도 의령군에 거주하고 있는 장애인과 장애인을 사랑하는 사람으로 본 동아리가 설립되었으며 장애인들의 친목을 증진시키고 상부상조와 우애를 바탕으로 큰사랑을 나누는 데에 그 목적이 있습니다.  매주 1회 2시간씩 의령군 국민체육센터 체육관에서 동아리회원들이 친선경기를 가지고 교육도 받고 있습니다.
배드민턴,,강원,강릉시,올림픽클럽,지체장애,매일 오전 5시30분,
배드민턴,,대구,달서구,태양배드민턴클럽,지체장애,"매주 수19:00~21:00,일14:00~17:00","우리클럽은 운영시간이 매주 수요일(19:00~21:00), 일요일(14:00~17:00)까지 운영하고 있으며 장애인, 비장애인들과 상호존중을 하고 있습니다. 웃음이 나는 클럽입니다."
배드민턴,,부산,강서구,하이클리어 배드민턴교실,기타장애,매주 목 13:30~14:30,
배드민턴,,경기,양주시,YJ휠배드민턴클럽,지체장애,"매주 월,수,금 오후2시~6시까지","YJ란? 양주의 영문지명 Yangju의 약자입니다  휠이란? 휠체어의 줄임말로 장애인들과 화합과 재활운동으로  건강을 증진시키고자 하는 클럽입니다   양주국민체육센터 4층으로 언제든지 방문하여 주세요~~^^  매주 월,수,금 오후 2시부터 6시까지 운동하고 있습니다  양주시에 거주하시는 회원분들을 기다리고 있습니다    YJ Wheel 클럽회장 휴대폰 : 010-9557-4037"
배드민턴,,부산,해운대구,부산한마음배드민턴클럽,지체장애,매주화.목.토오후12시,
배드민턴,,충남,태안군,(도비)태로운 배드민턴 스포츠클럽,기타장애,매주 수 19:00,^^
배드민턴,,충남,보령시,JS배드민턴클럽,지적장애,매주 금 오후 15시 30분,안녕하세요 저희는 지적장애인을 대상으로 하는 JS배드민턴클럽입니다.
배드민턴,,부산,사상구,부산왑스장애인배드민턴클럽,지체장애,"매주 월, 수, 금 오후 6시","저희 클럽은 사상구청소년수련관에서 매주 월,수,금요일 오후6시부터 오후9시까지 배드민턴운동을 하고 있습니다."
배드민턴,,경기,고양시,탄현 배드민턴 클럽,지적장애,매주 화요일 오후 2시,조은나무 조은열매 장애인 스포츠 지원센터의 소속 발달장애인들이 매일 오후시간을 활용하여 운동하는곳입니다.
배드민턴,,울산,남구,위캔배드민턴클럽,지적장애,셋째주 토 오후 1시 / 월~금 1시~7시,울산 발달장애청소년 및 비장애청소년으로 구성된 위캔배드민턴클럽입니다.
배드민턴,,강원,강릉시,강릉시장애인배드민턴동호회,지체장애,매주 화 19:00~22:00,
배드민턴,,전남,영암군,소정배드민턴클럽,지적장애,월15:30-17:30,소림학교에 재학중인 지적장애학생들로 구성된 배드민턴 클럽으로 수업 후 여가활동으로 배드민턴 활동을 하고 있습니다.
배드민턴,,전남,여수시,여수시장애인배드민턴함꾸네클럽,지적장애,"매주 수, 오후7~9시",본회는 비장애인 스포츠를 토앟여 심신의 건강을 증진시키고 장애인의 사회참여를 유도하고 장애인 비장애인과의 이해확대를 하여 발전시키고자 함
배드민턴,,충남,천안시,(도비)좌식민턴사랑클럽,지체장애,매주 토 16:00~19:00,
배드민턴,,경기,양주시,양주폴라리스배드민턴클럽,기타장애,매주 월~토요일 13:30~17:30,장애인과 비장애인이 함께 배드민턴을 즐기는 클럽입니다
배드민턴,,경기,이천시,셔틀콕과함께즐거운일상,지체장애,"매주 월,화,수,목,금10시","장애인의 부족한 신체활동으로 심신의 부족한 부분을 체육, 스포츠 활동을 통해 일상생활 속에서 하는 것으로 생활체육의 주목적은 신체활동의 부족, 자기표현의 기회상실, 인간관계등과 관련하여 신체활동을 통하여 체력을 단련하고 생활에 활력을 가져 보다 밝고 풍요한 생활을 영위하기위한 동아리입니다."
배드민턴,,대구,달서구,달구벌스탠딩배드민턴클럽,뇌병변장애,"월,수,금 오후2시~5시",
배드민턴,,경기,평택시,서재민턴,비장애인,"매주 화,토 오후 19시",센트럴자이자이 일반인 동호회입니다.
배드민턴,,경남,하동군,승승장구,지적장애,"매주 화,수 오전10시",장애인 배드민턴 클럽 &quot;승승장구&quot;는 하동지역 장애인들의 신체?심리 증진과 사회성발달을 통해 사회일원으로서 자립능력을 키울 뿐 아니라 장애인들의 생활체육활성화를 위해 운영되는 클럽입니다.
배드민턴,,충남,서산시,중앙배드민턴클럽,지적장애,매주 금 14시,
배드민턴,,충남,서산시,서인배드민턴 클럽,지체장애,매주 일 14:00,
배드민턴,,충북,청주시,2022년 날아라셔틀콕 동호인클럽,기타장애,매주 화요일 오후3시,우리들정신건강센터 &apos;2022년 날아라셔틀콕 동호인클럽&apos;입니다.
배드민턴,,부산,남구,유엔배드민턴클럽,지체장애,"매주 화, 수 15시~17시",좌식배드민턴을 즐기는 클럽
배드민턴,,경기,의정부시,나비공,지적장애,"월,화,수,목10",2019년에 발달장애인의 건강과 경제활동을 위해 만들어진 클럽입니다.
배드민턴,,광주,남구,프런티어,지체장애,매주 월.수.금.토 오후 7~10시,프런티어배드민턴 클럽은 지체. 지적. 장애인들이 모여서 활동하는 클럽입니다.
배드민턴,,충남,천안시,휠사모배드민턴클럽,지체장애,매주 목요일 오후7.매주일요일 오후2시,15년전통의 충남지역 최초의 휠체어배드민턴 클럽입니다
배드민턴,,서울,노원구,노원 불암장애인배드민턴클럽,지체장애,"화,목(오후6~10시)/토,일(오후2시~8시)",노원구 대표적인 장애인배드민턴클럽입니다. 배드민턴에 관심있는 분들은 찾아오시거나 연락주세요.
배드민턴,,경기,시흥시,어울림 클럽,지체장애,"매주 월,목 오후4시~6시","저희 어울림배드민턴클럽은 경기도 시흥시 시흥시장애인배드민턴협회 산하에 있는 클럽입니다.  2022년 4월에 회장단 및 임직원이 구성하였습니다.  선수구성은 지체,청각,지적 장애유형에 선수로 구성하였고 초등학생 장애인부터 성인 장애인까지 폭넓은 연령때입니다.  저희 클럽은 대부분은 협회 선수로 구성하였고 보호자도 일부 포함하였습니다.  평일에서 경기도 시흥시 정왕동 역전로50번길에서 오전7시부터 오후5시까지 시흥시전용배드민턴장 체육관에서 성인선수들만 운동합니다.  주말에는 경기도 시흥시 군자동 634-4번에서 오전8시부터 12시까지 초등학생에서 고등학생 장애선수들이 운동합니다.  교실 운영은 월, 목 오후 4시부터 6시까지 학생부터 성인까지 같이 개인지도를 받습니다.  시흥시장애인배드민텁협회 발전과 전문 선수를 육성.  클럽 활동을 활성. 어느 정도 지원과 홍보를 하기 위해 클럽을 신청합니다"
배드민턴,,서울,송파구,송파 영풍배드민턴 클럽,기타장애,3시간,
배드민턴,,서울,성북구,성북 일요배드민턴 생활체육클럽,지체장애,"매주 화,목,토,일 18시~21시",
보치아,,서울,노원구,노원프리닉스 보치아클럽,뇌병변장애,매주 목 오후 2시,보치아를 사랑하고 생활체육으로 친목도모를 위한 클럽입니다.
보치아,,경기,김포시,김포시장애인보치아클럽,뇌병변장애,"매주 화,목 3시30분",
보치아,,경남,진주시,한마음보치아동호회,지체장애,매주화.수오후1시,
보치아,,전북,부안군,2022 전북장애인생활체육 보치아동호회(부안),기타장애,"월,화 14:00-16:00",
보치아,,충남,논산시,(기금)놀뫼보치아클럽,지체장애,매주 수 10:00~12:00,놀뫼보치아클럽입니다^^
보치아,,전북,완주군,완주군 보치아 혜산 클럽,뇌병변장애,매주 금 오후 2시~4시,
보치아,,경기,양주시,씨밀레보치아클럽,뇌병변장애,매주 수요일 오후 16:30~17:30,
보치아,,충남,서천군,(도비) 다함께보치아클럽,뇌병변장애,"매주 화, 목 오전 10시",다함께 즐기는 보치아 클럽입니다.
보치아,,대전,동구,대전 보치아 동호회,지적장애,"화,목 11:00~11:50",
보치아,,전남,여수시,동백원보치아클럽,뇌병변장애,매주 수 오전 10시,
보치아,,충남,서산시,데굴데굴보치아클럽,지적장애,화요일 1시 30분,
보치아,,부산,북구,다시만난전성기,지체장애,"매주 월, 수, 금 오후 3시","지체장애인 신체활동 증진 및 고립감 해소를 위해 시작한 프로그램인  다시만난전성기는 단지 내 유일한 지체장애인 주민조직이다.  2021년 다시만난전성기는 지역 캠페인(장애인 조직 기획·실천 장애인·비장애인 대상 ‘보치아 체험’활동, 사상구 장애인 자립생활지원센터와 보치아 친선전) 2회, 아무런(장애인 조직 기획·실천 장애인·비장애인 2단지 무장애 길 걷기 행사), 이용자 역할 부여, 내부 규정 정비, 주민조직 활동, 자원봉사 등 다양한 활동을 전개하였다. 참여자들은 건강한 신체활동만이 아닌 지역주민과의 사회적 관계망을 형성하고 소통하며 장애인 스포츠와 지체장애에 대한 인식을 전환하는 역할을 수행하였다.   앞으로 다시만난전성기는 지체장애인들을 위한 신체활동 뿐만이 아닌 비장애인과의 이야기를 나누고 장애인 인식개선을 위한 지역주민들과의 소통, 모임, 캠페인 등을 주체적으로 진행하는 홍보의 교두보 역할을 수행할 것이다."
보치아,,부산,북구,부산하모니,뇌병변장애,매주 토 오후 13시,보치아 기술을 항상시키고 21년의 깊은 역사가 말해주듯이 가족분위기로 친목을 다지면서 정보를 공유하는 자유로운 클럽입니다.  간심 있으신 분들 꼭 연락주세요.
보치아,,부산,사하구,어울빛2,뇌병변장애,매주 수요일,중증장애인과 일반인으로 구성된 보치아 동호회로서 2020년에 설립되었으며 보치아를 통하여 정신적 힐링을 가지며 운동을 통하여 중증장애인을 체력적으로 ㄷ 도움이 될수있게하는 친목 동호회이다.
보치아,,서울,강서구,강서 모자이크 보치아클럽,뇌병변장애,"수:12-15,금14-17","저희 모자이크 보치아클럽은  21년을 이어온 클럽으로서 전문 선수와 생활체육 선수로    회원제로 구성되어 있으며, 수많은 입상 경력과 우수한 팀워크로 지도자 및 심판 자격을    가진 전문 구성원으로 이루어진 보치아 클럽입니다.    시설이나, 학교에서 보치아를 하신 분 또는 생활체육으로 배우고 싶으신 분    누구나 환영하며, 신입 회원 여러분을 기다립니다."
보치아,,서울,강서구,강서 허니히어로즈보치아클럽,지체장애,매주 월요일 오후2시,"본 클럽은 보치아 종목을 강서구에 널리 보급하여 장애인의 체력을 향상하게 하며, 경기인 및 그 단체를 통할?지도하고 우수한 경기인을 양성하여 강서구에 위상을 높임을 목적으로 한다. 또한 장애인의 생활체육 진흥을 위한 각종 사업을 실시함으로써 장애인의 건강증진 및 건전한 여가생활 보장을 목적으로 한다."
보치아,,부산,연제구,파워휠,뇌병변장애,매주 월요일 오후 2시,
보치아,,전북,익산시,서동보치아클럽,지체장애,매주금 14시,
보치아,,부산,사상구,다모아,뇌병변장애,"매주 월, 수 13시 30분",주로 뇌병변 장애인들이 모여 친목 도모와 신체 달련을 위해 모이는 모임입니다
보치아,,서울,동작구,동작구 글로벌보치아클럽,뇌병변장애,월~금  11:00~17:00,
보치아,,경기,화성시,화성희망나래보치아클럽,뇌병변장애,매주 수요일 10:00~12:00,인권을 회복 하고 재활을 다지며 자조모임을 통해 친목을 도모 합니다. 아울러 대회도 참가하며 사회성을 함양 하는 단체 입니다
보치아,,경기,파주시,파주시장애인보치아클럽,지체장애,매주 목 오후 2시,
보치아,,광주,광산구,나눔보치아클럽,지적장애,매주 월요일 13시,낮시간 동안 센터에 나와 활동하는 발달장애 및 뇌병변 장애인들로 결성 된 클럽입니다.
보치아,,경기,오산시,세상밖으로,뇌병변장애,매주 금 오후 2시,
보치아,,경남,창원시,경남부치소,뇌병변장애,"매주 화, 목 12시~14시",
보치아,,충북,증평군,2022 증평보치아클럽,지체장애,매주 금요일 14시30분~15시10분,
보치아,,서울,강동구,강동 희망지기 보치아클럽,뇌병변장애,매주 목요일 오후 1시,중증장애인들에게 생활 스포츠인 보치아를 지원 함으로서 중증장애인들의 생활체육이 자생할 수 있도록 통로를 마련하고 장애인 체육의 발전 및 개별적 건강을 향상 시킴고자 합니다
보치아,,전북,전주시,전북우리BC클럽,뇌병변장애,매주 월 오후 2시,
보치아,,전남,목포시,목포보치아목련회,뇌병변장애,"매주 월, 수 오후1시",
보치아,,대구,달서구,위풍당당 보치아 클럽,뇌병변장애,"매주 화,목 오후 2시 ~ 4시",뇌병변 장애인들의 신체적 활동 도모와 일상생활의 활력을 불어넣어 주기 위해 보치아 클럽을 만들게 되었으며 장애인생활체육을 널리 알리는 계기가 되겠습니다.
보치아,,전북,전주시,새빛보치아클럽,뇌병변장애,매주 화 오후 3,
보치아,,충남,홍성군,홍성나래보치아동호회,뇌병변장애,"매주 월 14:30, 화 13:00",
보치아,,충남,천안시,(도비)보치아를 사랑하는 모임,지체장애,매주 화/목/토 14:00~17:00,
보치아,,충남,태안군,(기금)태안군 장애인 보치아클럽,지체장애,매주 화요일 15시,^^
보치아,,경기,김포시,김포시장애인보치아클럽,기타장애,매주 화 15시,장애인과 비장애인이 통합하여 즐길 수 있는 보치아클럽입니다.
보치아,,충남,청양군,(도비)청양보치아클럽,지체장애,매수 수 오전 10시,
보치아,,경남,양산시,한우리보치아,뇌병변장애,매주목요일,
보치아,,충남,예산군,예산사랑보치아클럽,뇌병변장애,매주 수 13:00,
보치아,,충남,서산시,쇠똥구리 보치아 클럽,지체장애,매주 월 10:00,
보치아,,전북,전주시,전북우리BC,뇌병변장애,매주 월 오후 5시,장애유형 상관없이 보치아를 즐기고 싶은 전북 도민이면 누구나 참여할 수 있는 클럽이 되고자 합니다.
보치아,,경기,포천시,포천어울림보치아클럽,뇌병변장애,매주 화 오후 2~4시,장애인과 비장애인 같이 어울려 보치아 경기를 통해 친목도모 및 체력증진을 같이함
보치아,,서울,강서구,강서 허리케인보치아클럽,뇌병변장애,매주 수 오후 2시,안녕하세요 2015년부터 활동한 장애인 생활체육 보치아 모임 &quot;허리케인&quot;입니다.  전 장애유형의 가입을 가능하고 관심있는 분들은 클럽 전화번호로 연락주시기 바랍니다.
보치아,,서울,마포구,마포 보치아자조모임 가온의 아이들,뇌병변장애,매주 화요일 오후3시~6시,○ 지역 장애인에게 보치아 자조 모임 기회를 제공   ○ 생활체육 및 사회활동의 경험을 증가   ○ 개인의 역량 강화를 통해 자립 의지 향상
보치아,,경남,통영시,통영히어로보치아,뇌병변장애,매주 화 오전 10시30분,
보치아,,부산,북구,부산하모니,뇌병변장애,매주 토 오후 1시,
보치아,,울산,북구,울산보치아돌핀스,뇌병변장애,매주 월~목 오후 2시,
보치아,,경기,시흥시,시흥퍼펙트,뇌병변장애,매주 월~금 오후1시~4시,보치아를 좋아하는 뇌병변 장애인들의 모임
보치아,,전북,김제시,보담 보치아클럽,지적장애,매주 금 오후 1시 30분,
보치아,,서울,성북구,성북미래보치아클럽 볼굴리는사람들,지체장애,매주 금 10시,
보치아,,전남,순천시,보치아은볼클럽,뇌병변장애,매주 화 오후 3시~5시,여러유형의 장애인들이 모여 보치아를 배우고 친목도 다지고  실력을 향상시켜 대회에 출전도합니다.
보치아,,서울,노원구,노원 삼색공의열정 보치아클럽,뇌병변장애,"매주 금, 14:00~17:00",저희 클럽은 가족 같이 더불어 함께 가는 화목한 공간을 추구하는 클럽입니다.
보치아,,서울,은평구,은평구 보치아자조모임,뇌병변장애,매주 화요일 오전 10시~12시,안녕하세요 은평장애인자립생활센터에서 진행하는 보치아 자조모임입니다.
보치아,,서울,영등포구,영등포구 영파워 보치아 클럽,뇌병변장애,"매주 월,화 오전10시",
보치아,,서울,성동구,굴려굴려보치아클럽(성동장애인자립생활센터),뇌병변장애,"화,목 14:00~16:00",성동장애인자립생활센터에는 &apos;굴려굴려&apos;라는 보치아 모임이 있습니다.   성동지역에서 중증 장애인들의 생활체육으로 정기적으로 보치아   연습을 하고 있고 보치아 대회도 꾸준히 출전하고 있습니다.   (클럽관련 문의는 knil26@hanmail.net로 주시기 바랍니다)
보치아,,부산,부산진구,부산오륙도보치아클럽,뇌병변장애,매주 토 오후 1시,
볼링,,경기,양평군,양평군 장애인 볼링클럽,지적장애,매주 목요일 오후 2시,
볼링,,대구,중구,소리볼링클럽,시각장애,매주일요일오전11시,"? 볼링을 통해서 개개인의 건강과 회원간의 화합 및 친목을 도모    ? 소리볼의 기본이념인 장애인의 권익과 장애인에 대한 편견, 불평등에 대한 사회의 인식 변화를 위하여 함께 노력     ? 장애인 볼링을 통한 생활체육의 활성화"
볼링,,충남,천안시,(도비)천안시장애인볼링동호인클럽,지체장애,매주 화 16:00~18:00,
볼링,,대구,달서구,달서구장애인볼링클럽,지적장애,"매주 화, 오후 2시",달서구장애인주간단기보호센터를 이용하는 지적 및 자폐성 장애인들이 볼링클럽활동을 통해 스트레스와 코로나 블루를 해소하고 즐겁고 건강하게 생활할 수 있도록 지원합니다.
볼링,,서울,영등포구,영등포 에이스스포츠클럽,지적장애,매주 토 10시,저희는 볼링과 특수체육을 하는 생활체육 클럽 입니다.  홍숙희대표(010-6248-2285)
볼링,,광주,남구,원앤텐(ONE &amp; TEN)볼링클럽,지체장애,"매주 화, 수 20시 / 토 15시",지체장애인과 비장애인이 함께하며 장애인볼링 활성화와 전문체육선수 육성에 노력하는 광주광역시 장애인 볼링동호회!!
볼링,,충남,천안시,(도비)천안사랑볼링스포츠클럽,지체장애,매주 화 16:00~18:00,
볼링,,전북,군산시,2022년 전북장애인생활체육 군산새만금볼링클럽,기타장애,월요일 10:30~11:30,
볼링,,경기,광주시,파워볼링클럽,지체장애,매주 수요일11시~13시,
볼링,,부산,북구,볼펙토리 볼링 클럽,청각장애,매주 토요일 오후7시30,
볼링,,경기,구리시,구리시누리볼링클럽,지적장애,"매주 월,수 오후5시",구리시 누리볼링 클럽입니다. 지적장애와 지체장애로 이루어져있습니다.
볼링,,충남,아산시,(도비)아산 온양이 볼링스포츠클럽,지체장애,매주 화 13:00~14:00,
볼링,,서울,성북구,성북농스트라이크 볼링클럽,청각장애,매주 목 10시~12시,
볼링,,경남,양산시,양산스마일농아볼링클럽,청각장애,매주일요일18시,스포츠를 통하여 농아인의 체력 단련 및 사회 통합 도모
볼링,,충남,공주시,(도비)고마DEAF 볼링클럽,청각장애,매주 화 오후 7시,안녕하세요. 2022년 고마DEAF 볼링클럽입니다.  매주 화요일 오후 7시부터 8시 볼링을 하고 있습니다.  많은 참여 부탁드립니다.
볼링,,전북,부안군,2022 전북장애인생활체육 볼링동호회(부안),기타장애,"화,목 14:00-16:00",
볼링,,충남,공주시,(도비)공주시 스트라이크 볼링 스포츠클럽,뇌병변장애,매주 화요일 오후 7시~9시,"안녕하세요. 2022년 공주시 스트라이크 볼링 스포츠클럽입니다.  매주 화요일 오후 7시~9시, 나사볼링센터 공주점에서   청각장애, 뇌병변장애, 지체장애 등 여러 장애유형분들이 모여 볼링을 칩니다.   많은 참여 부탁드립니다."
볼링,,경남,양산시,느티나무 볼링팀,지적장애,"격주 화 10:30, 목 13:30",
볼링,,경남,양산시,양산지체볼링동호회,지체장애,매주 월 오후6시,
볼링,,경남,창원시의창구,창원시각장애인볼링동호회,시각장애,"매주수요일, 오후2시","? 사업목적 : 동아리활동을 통한 경기력 향상으로 우수선수 양성   ? 사업기간 : 2022. 4. 13 ~ 9. 21  ? 사업내용 :        - 장    소 : 탑볼링센터       - 참가인원 : 총16명(참가자 10&lt;장애인 10, 비장애 0&gt;,                     담당자 1, 지도자 1, 운영요원 0, 자원봉사 4)       - 운영종목 : 볼링       - 운영횟수 : 총22회"
볼링,,충남,서천군,(군비)서천군 장애인 스트라이크 볼링클럽,기타장애,매주 수요일 오후 13시 30분,"서천군 장애인 시각, 지체, 청각 장애인분들이 협력 도모하여 매주 수요일 13:30~15:30 진행하고 있습니다."
볼링,,충남,청양군,(도비)굴렁쇠볼링클럽,기타장애,매주 월 오후 6시 30분,
볼링,,경남,양산시,청솔볼링회,기타장애,"화,목,토,일 1시",볼링활동을 통한 친모도모와 상호 유대강화
볼링,,경남,고성군,다이노서,지적장애,매주 수 오후 5시,
볼링,,충남,아산시,(기금)아산스마트장애인볼링클럽,시각장애,매주 화 14:00~15:30,
볼링,,충남,아산시,(도비)아산온양이볼링클럽,기타장애,매주 화 13:00~14:00,
볼링,,충북,충주시,2022 충주애플볼링클럽,기타장애,"매주 토, 오전 10시",다양한 장애유형의 회원들이 모여 활동하는 동호회 클럽입니다. 그래서 장애 유형을 기타 장애로 선택했답니다. 클럽 활동을 통해서 서로의 장애를 이해하고 존중하며 함께 화합을 이루고 있습니다. 지역사회의 많은 격려와 응원 부탁드려요. 감사합니다.~^^
볼링,,충북,청주시,2022 우리들볼링동호인클럽,기타장애,"매주 목, 15시~17시",충북지역 정신장애인분들의 많은 관심과 참여 부탁드립니다.
볼링,,부산,북구,부산시각텐핀볼링클럽,시각장애,"매주첫째,둔째 토요일 오전10시",2012년 만들어진 시각장애인 볼링클럽입니다.  현재활동하고 있는회원은 약25명이지만 꾸준히늘고 있습니다.  건강증진과 여가활동만들어가는 시각장애인 클럽입니다.
볼링,,경남,밀양시,느티나무볼링클럽,지적장애,매주 월요일 오후2시,성인 발달장애인으로 구성된 볼링클럽입니다 크럽활동을 한지는 오래되어 회원 대다수가 볼링의 기본기는 익힌 상태이며 신규회원이 조금씩 늘어나고 있습니다
볼링,,서울,금천구,클로버데프볼링클럽,청각장애,격주 목요일 오후8시,클로버데프볼링클럽 청각장애인 볼링동호회입니다.
볼링,,부산,사상구,볼사랑볼링클럽,지체장애,"매주 월,수,금 오전11시~13시",지체장애인 클럽으로서 건강증진과 상호간의 교류로 사교성에 도움을 주고있습니다.
볼링,,경남,합천군,해피투게더,지적장애,매주 월 오후 1시 30분,시설입소중증장애인의 사회참여기회 및 자립의지를 도모하며 전신운동을 통한 신체적 건강증진을목표로 합니다.  회원간 유대관계를 형성하고 심리·정서적으로 지원하고자 합니다.
볼링,,서울,노원구,노원마들볼링클럽,지체장애,"매주 목, 금 오후 2시",
볼링,,경기,평택시,삼무동장애인볼링동호회,시각장애,매주 토 오전10시30분,"삼무동장애인볼링동호회는 2006년에 결성되었습니다. 평택시에 거주하는 볼링에 관심있는 신체활동이 가능한 장애인들이 결성되어 매주 토요일 오전10시30분, 정기 모임을 하고 있습니다. 정기모임을 통하여 서로간의 친목도모와 유대강화 그리고 건강이 증진되었으며, 꾸준한 훈련으로 자질이 향상되어 전문선수로써 활동하시는 분들도 계십니다."
볼링,,전북,김제시,김제 해밀볼링클럽,지체장애,매주 목 오후 2시,
볼링,,서울,강동구,서울이글스 시각장애인볼링클럽,시각장애,"매주 월,10:30~12:30","볼링에 관심있는 시각장애인들의 모임으로써 생활체육과 시각볼링의 저변확대와  전문선수배출과 더불어 동호회 활동을 통해 정신적 ,신체적 건강에 도움을 줄수 있도록 노력하는 클럽입니다"
